$ /home/sdinh/sandbox/OptiUNO/external/uno/bin/uno_ampl /home/sdinh/sandbox/OptiUNO/problems/HS_model/hs076.nl constraint_relaxation_strategy=feasibility_restoration inequality_handling_method=interior_point hessian_model=exact inertia_correction_strategy=none globalization_mechanism=TR globalization_strategy=fletcher_filter_method time_limit=20.0

Automatically picked the filtersqp preset
Original model /home/sdinh/sandbox/OptiUNO/problems/HS_model/hs076.nl
4 variables, 3 constraints (0 equality, 3 inequality)
Problem type: NLP
Reformulated model /home/sdinh/sandbox/OptiUNO/problems/HS_model/hs076.nl -> no fixed bounds -> equality constrained -> bounds relaxed
7 variables, 3 constraints (3 equality, 0 inequality)

Non-default options:
QP_solver = BQPD

──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
  Iterations
 Major  Minor  Penalty   Barrier   Barrier   Radius    Phase ||Step||  Objective  Infeas    Statio    Compl     Status        
 -      2      -         1.00e-01  -         1.56e-01  OPT   1.56e-01  -4.585e+00 4.44e-16  -         -         ✘ (f-type)    
 -      3      -         1.00e-01  -         7.81e-02  OPT   7.81e-02  -4.464e+00 4.44e-16  1.22e+00  2.65e-11  ✔ (f-type)    
 8      1      -         1.00e-01  -         1.56e-01  OPT   1.56e-01  -4.521e+00 4.44e-16  -         -         ✘ (current)   
 -      2      -         1.00e-01  -         7.81e-02  OPT   7.81e-02  -4.508e+00 0.00e+00  -         -         ✘ (f-type)    
 -      3      -         1.00e-01  -         3.91e-02  OPT   3.91e-02  -4.492e+00 4.44e-16  1.73e+00  2.65e-11  ✔ (f-type)    
 9      1      -         1.00e-01  -         7.81e-02  OPT   7.81e-02  -4.410e+00 8.88e-16  -         -         ✘ (current)   
 -      2      -         1.00e-01  -         3.91e-02  OPT   3.91e-02  -4.454e+00 8.88e-16  1.74e+00  2.65e-11  ✔ (f-type)    
 10     1      -         1.00e-01  -         7.81e-02  OPT   7.81e-02  -4.550e+00 8.88e-16  -         -         ✘ (current)   
 -      2      -         1.00e-01  -         3.91e-02  OPT   3.91e-02  -4.507e+00 4.44e-16  -         -         ✘ (f-type)    
 -      3      -         1.00e-01  -         1.95e-02  OPT   1.95e-02  -4.483e+00 8.88e-16  1.53e+00  2.65e-11  ✔ (f-type)    
 11     1      -         1.00e-01  -         3.91e-02  OPT   3.91e-02  -4.467e+00 8.88e-16  -         -         ✘ (current)   
 -      2      -         1.00e-01  -         1.95e-02  OPT   1.95e-02  -4.471e+00 0.00e+00  1.70e+00  2.65e-11  ✔ (f-type)    
 12     1      -         1.00e-01  -         3.91e-02  OPT   3.91e-02  -4.516e+00 0.00e+00  -         -         ✘ (f-type)    
 -      2      -         1.00e-01  -         1.95e-02  OPT   1.95e-02  -4.494e+00 0.00e+00  -         -         ✘ (f-type)    
 -      3      -         1.00e-01  -         9.77e-03  OPT   9.77e-03  -4.483e+00 4.44e-16  1.69e+00  2.65e-11  ✔ (f-type)    
 13     1      -         1.00e-01  -         1.95e-02  OPT   1.95e-02  -4.456e+00 8.88e-16  -         -         ✘ (current)   
 -      2      -         1.00e-01  -         9.77e-03  OPT   9.77e-03  -4.468e+00 0.00e+00  -         -         ✘ (f-type)    
 -      3      -         1.00e-01  -         4.88e-03  OPT   4.88e-03  -4.476e+00 8.88e-16  1.78e+00  2.65e-11  ✔ (f-type)    
 14     1      -         1.00e-01  -         9.77e-03  OPT   9.77e-03  -4.479e+00 8.88e-16  -         -         ✘ (current)   
 -      2      -         1.00e-01  -         4.88e-03  OPT   4.88e-03  -4.478e+00 2.22e-15  1.73e+00  2.65e-11  ✔ (f-type)    
 15     1      -         1.00e-01  -         9.77e-03  OPT   9.77e-03  -4.468e+00 8.88e-16  -         -         ✘ (f-type)    
 -      2      -         1.00e-01  -         4.88e-03  OPT   4.88e-03  -4.473e+00 1.78e-15  -         -         ✘ (f-type)    
 -      3      -         1.00e-01  -         2.44e-03  OPT   2.44e-03  -4.476e+00 2.22e-15  -         -         ✘ (current)   
 -      4      -         1.00e-01  -         1.22e-03  OPT   1.22e-03  -4.477e+00 0.00e+00  1.72e+00  2.65e-11  ✔ (f-type)    
 16     1      -         1.00e-01  -         2.44e-03  OPT   2.44e-03  -4.478e+00 8.88e-16  -         -         ✘ (current)   
 -      2      -         1.00e-01  -         1.22e-03  OPT   1.22e-03  -4.477e+00 8.88e-16  1.71e+00  2.65e-11  ✔ (f-type)    
 17     1      -         1.00e-01  -         2.44e-03  OPT   2.44e-03  -4.477e+00 8.88e-16  -         -         ✘ (current)   
 -      2      -         1.00e-01  -         1.22e-03  OPT   1.22e-03  -4.477e+00 0.00e+00  -         -         ✘ (f-type)    
 -      3      -         1.00e-01  -         6.10e-04  OPT   6.10e-04  -4.477e+00 1.33e-15  1.71e+00  2.65e-11  ✔ (f-type)    
 18     1      -         1.00e-01  -         1.22e-03  OPT   1.22e-03  -4.476e+00 8.88e-16  -         -         ✘ (f-type)    
 -      2      -         1.00e-01  -         6.10e-04  OPT   6.10e-04  -4.477e+00 8.88e-16  -         -         ✘ (f-type)    
 -      3      -         1.00e-01  -         3.05e-04  OPT   3.05e-04  -4.477e+00 0.00e+00  -         -         ✘ (f-type)    
 -      4      -         1.00e-01  -         1.53e-04  OPT   1.53e-04  -4.477e+00 1.33e-15  1.71e+00  2.65e-11  ✔ (f-type)    
 19     1      -         1.00e-01  -         3.05e-04  OPT   3.05e-04  -4.477e+00 4.44e-16  -         -         ✘ (f-type)    
 -      2      -         1.00e-01  -         1.53e-04  OPT   1.53e-04  -4.477e+00 4.44e-16  -         -         ✘ (f-type)    
 -      3      -         1.00e-01  -         7.63e-05  OPT   7.63e-05  -4.477e+00 4.44e-16  -         -         ✘ (f-type)    
 -      4      -         1.00e-01  -         3.81e-05  OPT   3.81e-05  -4.477e+00 1.33e-15  1.71e+00  2.65e-11  ✔ (f-type)    
 20     1      -         1.00e-01  -         1.00e-04  OPT   1.00e-04  -4.477e+00 2.22e-15  -         -         ✘ (current)   
 -      2      -         1.00e-01  -         5.00e-05  OPT   5.00e-05  -4.477e+00 8.88e-16  1.71e+00  2.65e-11  ✔ (f-type)    
 21     1      -         1.00e-01  -         1.00e-04  OPT   1.00e-04  -4.477e+00 4.44e-16  -         -         ✘ (f-type)    
 -      2      -         1.00e-01  -         5.00e-05  OPT   5.00e-05  -4.477e+00 4.44e-16  -         -         ✘ (f-type)    
 -      3      -         1.00e-01  -         2.50e-05  OPT   2.50e-05  -4.477e+00 0.00e+00  1.71e+00  2.65e-11  ✔ (f-type)    
 22     1      -         1.00e-01  -         1.00e-04  OPT   1.00e-04  -4.477e+00 4.44e-16  -         -         ✘ (current)   
 -      2      -         1.00e-01  -         5.00e-05  OPT   5.00e-05  -4.477e+00 0.00e+00  -         -         ✘ (f-type)    
 -      3      -         1.00e-01  -         2.50e-05  OPT   2.50e-05  -4.477e+00 0.00e+00  1.71e+00  2.65e-11  ✔ (f-type)    
 23     1      -         1.00e-01  -         1.00e-04  OPT   1.00e-04  -4.477e+00 2.22e-15  -         -         ✘ (current)   
 -      2      -         1.00e-01  -         5.00e-05  OPT   5.00e-05  -4.477e+00 1.33e-15  -         -         ✘ (current)   
 -      3      -         1.00e-01  -         2.50e-05  OPT   2.50e-05  -4.477e+00 0.00e+00  -         -         ✘ (f-type)    
 -      4      -         1.00e-01  -         1.25e-05  OPT   1.25e-05  -4.477e+00 4.44e-16  1.71e+00  2.65e-11  ✔ (f-type)    
 24     1      -         1.00e-01  -         1.00e-04  OPT   1.00e-04  -4.477e+00 4.44e-16  -         -         ✘ (current)   
 -      2      -         1.00e-01  -         5.00e-05  OPT   5.00e-05  -4.477e+00 1.33e-15  -         -         ✘ (current)   
 -      3      -         1.00e-01  -         2.50e-05  OPT   2.50e-05  -4.477e+00 4.44e-16  -         -         ✘ (current)   
 -      4      -         1.00e-01  -         1.25e-05  OPT   1.25e-05  -4.477e+00 1.33e-15  1.71e+00  2.65e-11  ✔ (f-type)    
 25     1      -         1.00e-01  -         1.00e-04  OPT   1.00e-04  -4.477e+00 1.78e-15  -         -         ✘ (current)   
 -      2      -         1.00e-01  -         5.00e-05  OPT   5.00e-05  -4.477e+00 8.88e-16  -         -         ✘ (f-type)    
 -      3      -         1.00e-01  -         2.50e-05  OPT   2.50e-05  -4.477e+00 1.33e-15  -         -         ✘ (current)   
 -      4      -         1.00e-01  -         1.25e-05  OPT   1.25e-05  -4.477e+00 1.33e-15  1.71e+00  2.65e-11  ✔ (f-type)    
 26     1      -         1.00e-01  -         1.00e-04  OPT   1.00e-04  -4.477e+00 0.00e+00  -         -         ✘ (f-type)    
 -      2      -         1.00e-01  -         5.00e-05  OPT   5.00e-05  -4.477e+00 0.00e+00  -         -         ✘ (f-type)    
 -      3      -         1.00e-01  -         2.50e-05  OPT   2.50e-05  -4.477e+00 1.78e-15  -         -         ✘ (current)   
 -      4      -         1.00e-01  -         1.25e-05  OPT   1.25e-05  -4.477e+00 4.44e-16  -         -         ✘ (f-type)    
 -      5      -         1.00e-01  -         6.25e-06  OPT   6.25e-06  -4.477e+00 4.44e-16  -         -         ✘ (f-type)    
 -      6      -         1.00e-01  -         3.13e-06  OPT   3.13e-06  -4.477e+00 4.44e-16  1.71e+00  2.65e-11  ✔ (f-type)    
 27     1      -         1.00e-01  -         1.00e-04  OPT   1.47e-05  -4.477e+00 0.00e+00  -         -         ✘ (f-type)    
 -      2      -         1.00e-01  -         7.37e-06  OPT   7.37e-06  -4.477e+00 4.44e-16  -         -         ✘ (current)   
 -      3      -         1.00e-01  -         3.68e-06  OPT   3.68e-06  -4.477e+00 8.88e-16  -         -         ✘ (current)   
 -      4      -         1.00e-01  -         1.84e-06  OPT   1.84e-06  -4.477e+00 0.00e+00  -         -         ✘ (f-type)    
 -      5      -         1.00e-01  -         9.21e-07  OPT   9.21e-07  -4.477e+00 2.22e-15  -         -         ✘ (current)   
 -      6      -         1.00e-01  -         4.61e-07  OPT   4.61e-07  -4.477e+00 1.33e-15  1.71e+00  2.65e-11  ✔ (f-type)    
 28     1      -         1.00e-01  -         1.00e-04  OPT   3.90e-05  -4.477e+00 8.88e-16  -         -         ✘ (f-type)    
 -      2      -         1.00e-01  -         1.95e-05  OPT   1.95e-05  -4.477e+00 1.33e-15  -         -         ✘ (current)   
 -      3      -         1.00e-01  -         9.74e-06  OPT   9.74e-06  -4.477e+00 1.33e-15  -         -         ✘ (current)   
 -      4      -         1.00e-01  -         4.87e-06  OPT   4.87e-06  -4.477e+00 1.78e-15  -         -         ✘ (current)   
 -      5      -         1.00e-01  -         2.44e-06  OPT   2.44e-06  -4.477e+00 8.88e-16  -         -         ✘ (f-type)    
 -      6      -         1.00e-01  -         1.22e-06  OPT   1.22e-06  -4.477e+00 1.33e-15  -         -         ✘ (current)   
 -      7      -         1.00e-01  -         6.09e-07  OPT   6.09e-07  -4.477e+00 0.00e+00  1.71e+00  2.65e-11  ✔ (f-type)    
 29     1      -         1.00e-01  -         1.00e-04  OPT   1.72e-05  -4.477e+00 1.78e-15  -         -         ✘ (current)   
 -      2      -         1.00e-01  -         8.59e-06  OPT   8.59e-06  -4.477e+00 1.33e-15  -         -         ✘ (current)   
 -      3      -         1.00e-01  -         4.30e-06  OPT   4.30e-06  -4.477e+00 1.33e-15  -         -         ✘ (current)   
 -      4      -         1.00e-01  -         2.15e-06  OPT   2.15e-06  -4.477e+00 1.33e-15  -         -         ✘ (current)   
 -      5      -         1.00e-01  -         1.07e-06  OPT   1.07e-06  -4.477e+00 8.88e-16  -         -         ✘ (current)   
 -      6      -         1.00e-01  -         5.37e-07  OPT   5.37e-07  -4.477e+00 1.78e-15  1.71e+00  2.65e-11  ✔ (f-type)    
 30     1      -         1.00e-01  -         1.00e-04  OPT   1.86e-05  -4.477e+00 1.33e-15  -         -         ✘ (f-type)    
 -      2      -         1.00e-01  -         9.31e-06  OPT   9.31e-06  -4.477e+00 4.44e-16  -         -         ✘ (f-type)    
 -      3      -         1.00e-01  -         4.66e-06  OPT   4.66e-06  -4.477e+00 0.00e+00  -         -         ✘ (f-type)    
 -      4      -         1.00e-01  -         2.33e-06  OPT   2.33e-06  -4.477e+00 0.00e+00  -         -         ✘ (f-type)    
 -      5      -         1.00e-01  -         1.16e-06  OPT   1.16e-06  -4.477e+00 1.78e-15  -         -         ✘ (current)   
 -      6      -         1.00e-01  -         5.82e-07  OPT   5.82e-07  -4.477e+00 8.88e-16  -         -         ✘ (f-type)    
 -      7      -         1.00e-01  -         2.91e-07  OPT   2.91e-07  -4.477e+00 4.44e-16  1.71e+00  2.65e-11  ✔ (f-type)    
 31     1      -         1.00e-01  -         1.00e-04  OPT   9.28e-06  -4.477e+00 4.44e-16  -         -         ✘ (current)   
 -      2      -         1.00e-01  -         4.64e-06  OPT   4.64e-06  -4.477e+00 1.33e-15  -         -         ✘ (current)   
 -      3      -         1.00e-01  -         2.32e-06  OPT   2.32e-06  -4.477e+00 0.00e+00  -         -         ✘ (f-type)    
 -      4      -         1.00e-01  -         1.16e-06  OPT   1.16e-06  -4.477e+00 4.44e-16  -         -         ✘ (current)   
 -      5      -         1.00e-01  -         5.80e-07  OPT   5.80e-07  -4.477e+00 4.44e-16  -         -         ✘ (current)   
 -      6      -         1.00e-01  -         2.90e-07  OPT   2.90e-07  -4.477e+00 0.00e+00  -         -         ✘ (f-type)    
 -      7      -         1.00e-01  -         1.45e-07  OPT   1.45e-07  -4.477e+00 0.00e+00  1.71e+00  2.65e-11  ✔ (f-type)    
 32     1      -         1.00e-01  -         1.00e-04  OPT   4.62e-06  -4.477e+00 1.78e-15  -         -         ✘ (current)   
 -      2      -         1.00e-01  -         2.31e-06  OPT   2.31e-06  -4.477e+00 4.44e-16  -         -         ✘ (current)   
 -      3      -         1.00e-01  -         1.15e-06  OPT   1.15e-06  -4.477e+00 4.44e-16  -         -         ✘ (current)   
 -      4      -         1.00e-01  -         5.77e-07  OPT   5.77e-07  -4.477e+00 1.78e-15  -         -         ✘ (current)   
 -      5      -         1.00e-01  -         2.89e-07  OPT   2.89e-07  -4.477e+00 1.33e-15  -         -         ✘ (current)   
 -      6      -         1.00e-01  -         1.44e-07  OPT   1.44e-07  -4.477e+00 4.44e-16  -         -         ✘ (current)   
 -      7      -         1.00e-01  -         7.22e-08  OPT   7.22e-08  -4.477e+00 1.33e-15  1.71e+00  2.65e-11  ✔ (f-type)    
 33     1      -         1.00e-01  -         1.00e-04  OPT   3.72e-06  -4.477e+00 4.44e-16  -         -         ✘ (f-type)    
 -      2      -         1.00e-01  -         1.86e-06  OPT   1.86e-06  -4.477e+00 8.88e-16  -         -         ✘ (f-type)    
 -      3      -         1.00e-01  -         9.30e-07  OPT   9.30e-07  -4.477e+00 1.78e-15  -         -         ✘ (current)   
 -      4      -         1.00e-01  -         4.65e-07  OPT   4.65e-07  -4.477e+00 4.44e-16  -         -         ✘ (f-type)    
 -      5      -         1.00e-01  -         2.33e-07  OPT   2.33e-07  -4.477e+00 4.44e-16  -         -         ✘ (f-type)    
 -      6      -         1.00e-01  -         1.16e-07  OPT   1.16e-07  -4.477e+00 0.00e+00  -         -         ✘ (f-type)    
 -      7      -         1.00e-01  -         5.81e-08  OPT   5.81e-08  -4.477e+00 0.00e+00  1.71e+00  2.65e-11  ✔ (f-type)    
 34     1      -         1.00e-01  -         1.00e-04  OPT   1.86e-06  -4.477e+00 4.44e-16  -         -         ✘ (current)   
 -      2      -         1.00e-01  -         9.28e-07  OPT   9.28e-07  -4.477e+00 1.33e-15  -         -         ✘ (current)   
 -      3      -         1.00e-01  -         4.64e-07  OPT   4.64e-07  -4.477e+00 1.33e-15  -         -         ✘ (current)   
 -      4      -         1.00e-01  -         2.32e-07  OPT   2.32e-07  -4.477e+00 1.33e-15  -         -         ✘ (current)   
 -      5      -         1.00e-01  -         1.16e-07  OPT   1.16e-07  -4.477e+00 4.44e-16  -         -         ✘ (current)   
 -      6      -         1.00e-01  -         5.80e-08  OPT   5.80e-08  -4.477e+00 4.44e-16  -         -         ✘ (current)   
 -      7      -         1.00e-01  -         2.90e-08  OPT   2.90e-08  -4.477e+00 4.44e-16  1.71e+00  2.65e-11  ✔ (f-type)    
 35     1      -         1.00e-01  -         1.00e-04  OPT   6.52e-07  -4.477e+00 4.44e-16  -         -         ✘ (current)   
 -      2      -         1.00e-01  -         3.26e-07  OPT   3.26e-07  -4.477e+00 1.33e-15  -         -         ✘ (current)   
 -      3      -         1.00e-01  -         1.63e-07  OPT   1.63e-07  -4.477e+00 8.88e-16  -         -         ✘ (current)   
 -      4      -         1.00e-01  -         8.15e-08  OPT   8.15e-08  -4.477e+00 0.00e+00  -         -         ✘ (f-type)    
 -      5      -         1.00e-01  -         4.07e-08  OPT   4.07e-08  -4.477e+00 8.88e-16  1.71e+00  2.65e-11  ✔ (f-type)    
 36     1      -         1.00e-01  -         1.00e-04  OPT   1.26e-06  -4.477e+00 0.00e+00  -         -         ✘ (f-type)    
 -      2      -         1.00e-01  -         6.28e-07  OPT   6.28e-07  -4.477e+00 1.33e-15  -         -         ✘ (current)   
 -      3      -         1.00e-01  -         3.14e-07  OPT   3.14e-07  -4.477e+00 4.44e-16  -         -         ✘ (f-type)    
 -      4      -         1.00e-01  -         1.57e-07  OPT   1.57e-07  -4.477e+00 4.44e-16  -         -         ✘ (f-type)    
 -      5      -         1.00e-01  -         7.85e-08  OPT   7.85e-08  -4.477e+00 1.33e-15  -         -         ✘ (current)   
 -      6      -         1.00e-01  -         3.93e-08  OPT   3.93e-08  -4.477e+00 1.33e-15  1.71e+00  2.65e-11  ✔ (f-type)    
 37     1      -         1.00e-01  -         1.00e-04  OPT   1.65e-06  -4.477e+00 0.00e+00  -         -         ✘ (f-type)    
 -      2      -         1.00e-01  -         8.24e-07  OPT   8.24e-07  -4.477e+00 8.88e-16  -         -         ✘ (f-type)    
 -      3      -         1.00e-01  -         4.12e-07  OPT   4.12e-07  -4.477e+00 8.88e-16  -         -         ✘ (f-type)    
 -      4      -         1.00e-01  -         2.06e-07  OPT   2.06e-07  -4.477e+00 1.33e-15  -         -         ✘ (current)   
 -      5      -         1.00e-01  -         1.03e-07  OPT   1.03e-07  -4.477e+00 4.44e-16  -         -         ✘ (f-type)    
 -      6      -         1.00e-01  -         5.15e-08  OPT   5.15e-08  -4.477e+00 2.22e-15  -         -         ✘ (current)   
 -      7      -         1.00e-01  -         2.58e-08  OPT   2.58e-08  -4.477e+00 8.88e-16  -         -         ✘ (f-type)    
 -      8      -         1.00e-01  -         1.29e-08  OPT   1.29e-08  -4.477e+00 8.88e-16  1.71e+00  2.65e-11  ✔ (f-type)    
 38     1      -         1.00e-01  -         1.00e-04  OPT   1.60e-07  -4.477e+00 1.33e-15  -         -         ✘ (current)   
 -      2      -         1.00e-01  -         8.01e-08  OPT   8.01e-08  -4.477e+00 1.33e-15  -         -         ✘ (current)   
 -      3      -         1.00e-01  -         4.00e-08  OPT   4.00e-08  -4.477e+00 1.78e-15  -         -         ✘ (current)   
 -      4      -         1.00e-01  -         2.00e-08  OPT   2.00e-08  -4.477e+00 1.33e-15  1.71e+00  2.65e-11  ✔ (f-type)    
 39     1      -         1.00e-01  -         1.00e-04  OPT   7.18e-07  -4.477e+00 4.44e-16  -         -         ✘ (f-type)    
 -      2      -         1.00e-01  -         3.59e-07  OPT   3.59e-07  -4.477e+00 1.78e-15  -         -         ✘ (current)   
 -      3      -         1.00e-01  -         1.79e-07  OPT   1.79e-07  -4.477e+00 8.88e-16  -         -         ✘ (f-type)    
 -      4      -         1.00e-01  -         8.97e-08  OPT   8.97e-08  -4.477e+00 4.44e-16  -         -         ✘ (f-type)    
 -      5      -         1.00e-01  -         4.48e-08  OPT   4.48e-08  -4.477e+00 8.88e-16  -         -         ✘ (f-type)    
 -      6      -         1.00e-01  -         2.24e-08  OPT   2.24e-08  -4.477e+00 1.33e-15  -         -         ✘ (current)   
 -      7      -         1.00e-01  -         1.12e-08  OPT   1.12e-08  -4.477e+00 4.44e-16  1.71e+00  2.65e-11  ✔ (f-type)    
 40     1      -         1.00e-01  -         1.00e-04  OPT   3.43e-07  -4.477e+00 8.88e-16  -         -         ✘ (current)   
 -      2      -         1.00e-01  -         1.72e-07  OPT   1.72e-07  -4.477e+00 1.78e-15  -         -         ✘ (current)   
 -      3      -         1.00e-01  -         8.58e-08  OPT   8.58e-08  -4.477e+00 0.00e+00  -         -         ✘ (f-type)    
 -      4      -         1.00e-01  -         4.29e-08  OPT   4.29e-08  -4.477e+00 8.88e-16  -         -         ✘ (current)   
 -      5      -         1.00e-01  -         2.15e-08  OPT   2.15e-08  -4.477e+00 1.33e-15  -         -         ✘ (current)   
 -      6      -         1.00e-01  -         1.07e-08  OPT   1.07e-08  -4.477e+00 4.44e-16  1.71e+00  2.65e-11  ✔ (f-type)    
 41     1      -         1.00e-01  -         1.00e-04  OPT   8.97e-07  -4.477e+00 4.44e-16  -         -         ✘ (current)   
 -      2      -         1.00e-01  -         4.48e-07  OPT   4.48e-07  -4.477e+00 1.33e-15  -         -         ✘ (current)   
 -      3      -         1.00e-01  -         2.24e-07  OPT   2.24e-07  -4.477e+00 0.00e+00  -         -         ✘ (f-type)    
 -      4      -         1.00e-01  -         1.12e-07  OPT   1.12e-07  -4.477e+00 8.88e-16  -         -         ✘ (current)   
 -      5      -         1.00e-01  -         5.60e-08  OPT   5.60e-08  -4.477e+00 2.22e-15  -         -         ✘ (current)   
 -      6      -         1.00e-01  -         2.80e-08  OPT   2.80e-08  -4.477e+00 1.33e-15  -         -         ✘ (current)   
 -      7      -         1.00e-01  -         1.40e-08  OPT   1.40e-08  -4.477e+00 8.88e-16  -         -         ✘ (current)   
 -      8      -         1.00e-01  -         7.01e-09  OPT   7.01e-09  -4.477e+00 8.88e-16  1.71e+00  2.65e-11  ✔ (f-type)    
 42     1      -         1.00e-01  -         1.00e-04  OPT   8.71e-08  -4.477e+00 4.44e-16  -         -         ✘ (f-type)    
 -      2      -         1.00e-01  -         4.36e-08  OPT   4.36e-08  -4.477e+00 0.00e+00  -         -         ✘ (f-type)    
 -      3      -         1.00e-01  -         2.18e-08  OPT   2.18e-08  -4.477e+00 0.00e+00  -         -         ✘ (f-type)    
 -      4      -         1.00e-01  -         1.09e-08  OPT   1.09e-08  -4.477e+00 0.00e+00  -         -         ✘ (f-type)    
 -      5      -         1.00e-01  -         5.44e-09  OPT   5.44e-09  -4.477e+00 8.88e-16  -         -         ✘ (current)   
 -      6      -         1.00e-01  -         2.72e-09  OPT   2.72e-09  -4.477e+00 4.44e-16  1.71e+00  2.65e-11  ✔ (h-type)    
 43     1      -         1.00e-01  -         1.00e-04  OPT   7.69e-08  -4.477e+00 4.44e-16  -         -         ✘ (current)   
 -      2      -         1.00e-01  -         3.85e-08  OPT   3.85e-08  -4.477e+00 0.00e+00  1.71e+00  2.65e-11  ✔ (f-type)    
 44     1      -         1.00e-01  -         1.00e-04  OPT   1.94e-06  -4.477e+00 8.88e-16  -         -         ✘ (filter)    
 -      2      -         1.00e-01  -         9.69e-07  OPT   9.69e-07  -4.477e+00 8.88e-16  -         -         ✘ (filter)    
 -      3      -         1.00e-01  -         4.85e-07  OPT   4.85e-07  -4.477e+00 0.00e+00  -         -         ✘ (f-type)    
 -      4      -         1.00e-01  -         2.42e-07  OPT   2.42e-07  -4.477e+00 0.00e+00  -         -         ✘ (f-type)    
 -      5      -         1.00e-01  -         1.21e-07  OPT   1.21e-07  -4.477e+00 1.78e-15  -         -         ✘ (filter)    
 -      6      -         1.00e-01  -         6.06e-08  OPT   6.06e-08  -4.477e+00 8.88e-16  -         -         ✘ (filter)    
 -      7      -         1.00e-01  -         3.03e-08  OPT   3.03e-08  -4.477e+00 1.33e-15  -         -         ✘ (filter)    
 -      8      -         1.00e-01  -         1.51e-08  OPT   1.51e-08  -4.477e+00 4.44e-16  1.71e+00  2.65e-11  ✔ (f-type)    
 45     1      -         1.00e-01  -         1.00e-04  OPT   2.77e-07  -4.477e+00 1.33e-15  -         -         ✘ (filter)    
 -      2      -         1.00e-01  -         1.38e-07  OPT   1.38e-07  -4.477e+00 1.78e-15  -         -         ✘ (filter)    
 -      3      -         1.00e-01  -         6.92e-08  OPT   6.92e-08  -4.477e+00 1.33e-15  -         -         ✘ (filter)    
 -      4      -         1.00e-01  -         3.46e-08  OPT   3.46e-08  -4.477e+00 1.33e-15  -         -         ✘ (filter)    
