preset,timestamp,generation,config_json,valid,reliability,cum_cpu_time,combined_score,n_solved,status_counts_json
custom,1784072820.483,0,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""zero"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",1,0.000000,26.0456,0.056591,0,"{""unsolved"": 121}"
custom,1784072824.863,0,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",1,0.586777,32.5247,0.632569,71,"{""solved"": 71, ""unsolved"": 50}"
custom,1784072826.704,0,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""LSR1"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",1,0.057851,27.9016,0.111349,7,"{""unsolved"": 114, ""solved"": 7}"
custom,1784072828.723,0,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",1,0.801653,30.0204,0.851619,97,"{""solved"": 97, ""unsolved"": 24}"
custom,1784072830.450,0,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",1,0.000000,26.8353,0.055275,0,"{""unsolved"": 121}"
custom,1784072833.645,0,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""identity"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",1,0.603306,36.2660,0.642862,73,"{""unsolved"": 48, ""solved"": 73}"
custom,1784072835.374,0,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",1,0.157025,26.9041,0.212185,19,"{""unsolved"": 102, ""solved"": 19}"
custom,1784072840.376,0,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",1,0.909091,36.4050,0.948416,110,"{""solved"": 110, ""unsolved"": 11}"
custom,1784072842.925,0,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""LSR1"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",1,0.429752,29.5925,0.480431,52,"{""unsolved"": 69, ""solved"": 52}"
custom,1784072843.965,0,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""none""}",1,0.727273,11.1116,0.808753,88,"{""solved"": 88, ""unsolved"": 33}"
custom,1784072847.616,0,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""zero"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""none""}",1,0.223140,44.2721,0.249354,27,"{""unsolved"": 94, ""solved"": 27}"
custom,1784072850.197,1,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""zero"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",1,0.768595,36.8368,0.807200,93,"{""unsolved"": 28, ""solved"": 93}"
custom,1784072852.863,1,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""identity"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",1,0.702479,37.6240,0.739773,85,"{""unsolved"": 36, ""solved"": 85}"
custom,1784072855.705,1,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""LSR1"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal""}",1,0.355372,31.2791,0.403240,43,"{""unsolved"": 78, ""solved"": 43}"
custom,1784072858.391,1,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""LSR1"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal""}",1,0.272727,29.7987,0.323063,33,"{""unsolved"": 88, ""solved"": 33}"
custom,1784072860.252,1,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""zero"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",1,0.000000,28.3601,0.052733,0,"{""unsolved"": 121}"
custom,1784072862.246,1,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",1,0.694215,19.8084,0.761201,84,"{""solved"": 84, ""unsolved"": 37}"
custom,1784072864.042,1,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",1,0.157025,27.5060,0.211181,19,"{""unsolved"": 102, ""solved"": 19}"
custom,1784072867.172,1,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""LSR1"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""none""}",1,0.157025,42.6854,0.185882,19,"{""solved"": 19, ""unsolved"": 102}"
custom,1784072869.940,1,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""identity"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",1,0.694215,37.1140,0.732358,84,"{""unsolved"": 37, ""solved"": 84}"
custom,1784072872.518,1,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""identity"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",1,0.619835,29.9738,0.669878,75,"{""unsolved"": 46, ""solved"": 75}"
custom,1784072877.902,1,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""zero"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal""}",1,0.247934,70.7960,0.247934,30,"{""unsolved"": 91, ""solved"": 30}"
custom,1784072879.648,1,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",1,0.000000,26.6564,0.055573,0,"{""unsolved"": 121}"
custom,1784072882.492,1,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""none""}",1,0.256198,39.6785,0.290068,31,"{""solved"": 31, ""unsolved"": 90}"
custom,1784072884.567,1,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",1,0.900826,30.6813,0.949691,109,"{""solved"": 109, ""unsolved"": 12}"
custom,1784072885.316,1,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",1,0.917355,9.4602,1.001588,111,"{""solved"": 111, ""unsolved"": 10}"
custom,1784072887.919,1,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""LSR1"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",1,0.272727,28.6581,0.324964,33,"{""unsolved"": 88, ""solved"": 33}"
custom,1784072921.055,1,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""none""}",1,0.280992,275.7644,0.280992,34,"{""solved"": 34, ""unsolved"": 79, ""timeout"": 8}"
custom,1784072922.878,1,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",1,0.000000,28.0844,0.053193,0,"{""unsolved"": 121}"
custom,1784072925.164,1,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""identity"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""none""}",1,0.644628,26.9910,0.699643,78,"{""unsolved"": 43, ""solved"": 78}"
custom,1784072958.461,1,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal""}",1,0.297521,417.6394,0.297521,36,"{""solved"": 36, ""unsolved"": 72, ""timeout"": 13}"
custom,1784072960.784,1,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",1,0.247934,33.1612,0.292665,30,"{""solved"": 30, ""unsolved"": 91}"
custom,1784072963.766,1,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""identity"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",1,0.636364,39.5607,0.670429,77,"{""unsolved"": 44, ""solved"": 77}"
custom,1784072996.251,1,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""identity"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""none""}",1,0.181818,333.4851,0.181818,22,"{""unsolved"": 89, ""solved"": 22, ""timeout"": 10}"
custom,1784072999.484,1,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""LSR1"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",1,0.438017,40.9418,0.469780,53,"{""unsolved"": 68, ""solved"": 53}"
custom,1784073000.459,2,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",1,0.966942,8.8747,1.052151,117,"{""solved"": 117, ""unsolved"": 4}"
custom,1784073003.094,2,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal""}",1,0.289256,36.0390,0.329191,35,"{""solved"": 35, ""unsolved"": 86}"
custom,1784073007.512,2,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",1,0.933884,31.9863,0.980574,113,"{""solved"": 113, ""unsolved"": 8}"
custom,1784073039.651,2,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",1,0.280992,217.0625,0.280992,34,"{""solved"": 34, ""unsolved"": 81, ""timeout"": 6}"
custom,1784073042.516,2,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""identity"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",1,0.636364,38.5891,0.672048,77,"{""unsolved"": 44, ""solved"": 77}"
custom,1784073047.436,2,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""zero"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",1,0.256198,61.1895,0.256198,31,"{""unsolved"": 90, ""solved"": 31}"
custom,1784073047.436,2,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""LSR1"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",1,0.545455,73.3261,0.545455,66,"{""unsolved"": 54, ""solved"": 66, ""timeout"": 1}"
custom,1784073049.281,2,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",1,0.884298,26.8319,0.939578,107,"{""solved"": 107, ""unsolved"": 14}"
custom,1784073051.043,2,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""zero"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",1,0.008264,26.7960,0.063605,1,"{""unsolved"": 120, ""solved"": 1}"
custom,1784073053.033,2,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",1,0.900826,29.4001,0.951826,109,"{""solved"": 109, ""unsolved"": 12}"
custom,1784073059.308,2,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""zero"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal""}",1,0.280992,75.0562,0.280992,34,"{""unsolved"": 87, ""solved"": 34}"
custom,1784073061.344,2,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",1,0.859504,29.9118,0.909651,104,"{""solved"": 104, ""unsolved"": 17}"
custom,1784073063.275,2,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""zero"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",1,0.000000,29.4106,0.050982,0,"{""unsolved"": 121}"
custom,1784073065.589,2,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""identity"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",1,0.702479,33.4023,0.746809,85,"{""unsolved"": 36, ""solved"": 85}"
custom,1784073067.917,2,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""LSR1"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""none""}",1,0.322314,27.5250,0.376439,39,"{""unsolved"": 82, ""solved"": 39}"
custom,1784073100.068,2,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal""}",1,0.297521,268.0148,0.297521,36,"{""solved"": 36, ""unsolved"": 77, ""timeout"": 8}"
custom,1784073103.481,2,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",1,0.859504,17.5883,0.930190,104,"{""solved"": 104, ""unsolved"": 17}"
custom,1784073106.171,2,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""identity"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",1,0.702479,36.0112,0.742461,85,"{""unsolved"": 36, ""solved"": 85}"
custom,1784073108.008,2,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""LSR1"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",1,0.066116,28.2565,0.119021,8,"{""unsolved"": 113, ""solved"": 8}"
custom,1784073110.517,2,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""identity"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",1,0.702479,36.7693,0.741197,85,"{""unsolved"": 36, ""solved"": 85}"
custom,1784073113.110,2,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""identity"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",1,0.652893,36.3695,0.692277,79,"{""unsolved"": 42, ""solved"": 79}"
custom,1784073114.963,2,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",1,0.884298,26.8147,0.939606,107,"{""solved"": 107, ""unsolved"": 14}"
custom,1784073116.637,2,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal""}",1,0.694215,17.2405,0.765481,84,"{""solved"": 84, ""unsolved"": 37}"
ipopt,1784073116.637,2,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",1,0.925620,8.8727,1.010832,112,"{""solved"": 112, ""unsolved"": 9}"
custom,1784073121.383,3,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",1,0.925620,31.3626,0.973349,112,"{""solved"": 112, ""unsolved"": 9}"
custom,1784073123.832,3,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""identity"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",1,0.628099,28.5342,0.680542,76,"{""unsolved"": 45, ""solved"": 76}"
custom,1784073125.835,3,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",1,0.909091,29.4740,0.959968,110,"{""solved"": 110, ""unsolved"": 11}"
custom,1784073128.382,3,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""LSR1"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",1,0.330579,29.6815,0.381109,40,"{""unsolved"": 81, ""solved"": 40}"
