preset,config_hash,label,options_json,n_problems,n_solved,reliability,cum_cpu_time,combined_score,status_counts_json
custom,91e96f6fb5a4,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",121,71,0.586777,19.2535,0.654688,"{""solved"": 71, ""unsolved"": 50}"
custom,e401706a7caa,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""LSR1"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",121,7,0.057851,18.0272,0.127806,"{""unsolved"": 114, ""solved"": 7}"
custom,2bf1f2c962db,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",121,97,0.801653,19.9833,0.868347,"{""solved"": 97, ""unsolved"": 24}"
custom,e077fc7f5d80,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",121,0,0.000000,17.5615,0.070731,"{""unsolved"": 121}"
custom,6d889cac5c52,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""identity"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",121,73,0.603306,19.7329,0.670418,"{""unsolved"": 48, ""solved"": 73}"
custom,7ab600c96523,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",121,19,0.157025,16.3996,0.229692,"{""unsolved"": 102, ""solved"": 19}"
custom,f84e7852c741,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",121,110,0.909091,21.9431,0.972519,"{""solved"": 110, ""unsolved"": 11}"
custom,7341f1a6858b,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""LSR1"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",121,52,0.429752,17.9908,0.499767,"{""unsolved"": 69, ""solved"": 52}"
custom,4bf36a99bffe,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""none""}",121,88,0.727273,6.7988,0.815941,"{""solved"": 88, ""unsolved"": 33}"
custom,3a6c74f826bb,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""zero"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""none""}",121,27,0.223140,29.2763,0.274347,"{""unsolved"": 94, ""solved"": 27}"
custom,bcd1bb5b68b6,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""zero"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",121,93,0.768595,22.1142,0.831738,"{""unsolved"": 28, ""solved"": 93}"
custom,4dd4cb2430d4,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""identity"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",121,85,0.702479,23.1605,0.763878,"{""unsolved"": 36, ""solved"": 85}"
custom,56c9ce23ee04,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""LSR1"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal""}",121,43,0.355372,20.7548,0.420781,"{""unsolved"": 78, ""solved"": 43}"
custom,3635e42976d7,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""LSR1"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal""}",121,33,0.272727,19.7733,0.339772,"{""unsolved"": 88, ""solved"": 33}"
custom,ec5544ef6b76,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""zero"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",121,0,0.000000,17.7416,0.070431,"{""unsolved"": 121}"
custom,5d1253024e2e,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",121,84,0.694215,12.0724,0.774094,"{""solved"": 84, ""unsolved"": 37}"
custom,89518bb35641,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",121,19,0.157025,17.3606,0.228090,"{""unsolved"": 102, ""solved"": 19}"
custom,b44e4dcd4cda,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""LSR1"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""none""}",121,19,0.157025,22.7970,0.219030,"{""solved"": 19, ""unsolved"": 102}"
custom,b5b1577061df,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""identity"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",121,84,0.694215,22.8493,0.756133,"{""unsolved"": 37, ""solved"": 84}"
custom,35724a772d73,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""identity"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",121,75,0.619835,17.5624,0.690564,"{""unsolved"": 46, ""solved"": 75}"
custom,5525902f309d,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""zero"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal""}",121,30,0.247934,39.8705,0.281483,"{""unsolved"": 91, ""solved"": 30}"
custom,f777b7d6deec,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",121,0,0.000000,18.0713,0.069881,"{""unsolved"": 121}"
custom,ba486c41a200,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""none""}",121,31,0.256198,20.7007,0.321697,"{""solved"": 31, ""unsolved"": 90}"
custom,73b27bedde9b,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",121,109,0.900826,20.0253,0.967451,"{""solved"": 109, ""unsolved"": 12}"
custom,33c9dd3ee160,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",121,111,0.917355,5.1181,1.008825,"{""solved"": 111, ""unsolved"": 10}"
custom,36dc4f3a68ab,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""LSR1"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",121,33,0.272727,19.1878,0.340748,"{""unsolved"": 88, ""solved"": 33}"
custom,c83f6fd4a768,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""none""}",121,34,0.280992,259.5633,0.280992,"{""solved"": 34, ""unsolved"": 79, ""timeout"": 8}"
custom,d26f0444b264,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",121,0,0.000000,18.7898,0.068684,"{""unsolved"": 121}"
custom,6ef8ac47feba,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""identity"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""none""}",121,78,0.644628,14.5828,0.720323,"{""unsolved"": 43, ""solved"": 78}"
custom,c0b52f36e277,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal""}",121,36,0.297521,405.0467,0.297521,"{""solved"": 36, ""unsolved"": 72, ""timeout"": 13}"
custom,45cfbf160002,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",121,30,0.247934,21.4696,0.312151,"{""solved"": 30, ""unsolved"": 91}"
custom,bc511196ab0f,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""identity"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",121,77,0.636364,25.4394,0.693965,"{""unsolved"": 44, ""solved"": 77}"
custom,b062dd70a330,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""identity"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""none""}",121,22,0.181818,318.8351,0.181818,"{""unsolved"": 89, ""solved"": 22, ""timeout"": 10}"
custom,dd92b6594859,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""LSR1"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",121,53,0.438017,29.2893,0.489201,"{""unsolved"": 68, ""solved"": 53}"
custom,995806dfe246,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal""}",121,108,0.892562,8.8660,0.977785,"{""solved"": 108, ""unsolved"": 13}"
custom,137f2bd65928,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",121,113,0.933884,22.3250,0.996676,"{""solved"": 113, ""unsolved"": 8}"
custom,01fd2410152d,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""none""}",121,104,0.859504,11.1428,0.940933,"{""solved"": 104, ""unsolved"": 17}"
custom,256c7de9006b,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",121,20,0.165289,17.9629,0.235351,"{""unsolved"": 101, ""solved"": 20}"
custom,4ec1708db3f9,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",121,109,0.900826,19.5795,0.968194,"{""solved"": 109, ""unsolved"": 12}"
custom,51cbc970df8b,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""identity"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",121,84,0.694215,22.1752,0.757256,"{""unsolved"": 37, ""solved"": 84}"
custom,f54d55f5bf89,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""identity"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",121,24,0.198347,584.6419,0.198347,"{""unsolved"": 78, ""solved"": 24, ""timeout"": 19}"
custom,c451c8d6f00c,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""identity"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",121,85,0.702479,26.0006,0.759145,"{""unsolved"": 36, ""solved"": 85}"
custom,3903fc92c21d,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""zero"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",121,31,0.256198,32.7324,0.301644,"{""unsolved"": 90, ""solved"": 31}"
custom,7594cf0cb38e,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""identity"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",121,79,0.652893,22.2271,0.715847,"{""unsolved"": 42, ""solved"": 79}"
custom,d937790c0d42,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",121,105,0.867769,20.1479,0.934189,"{""solved"": 105, ""unsolved"": 16}"
custom,54b23b636c9b,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""zero"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",121,23,0.190083,43.4366,0.217688,"{""unsolved"": 98, ""solved"": 23}"
custom,67cb81e25f4c,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal_dual""}",121,109,0.900826,19.4446,0.968419,"{""solved"": 109, ""unsolved"": 12}"
custom,4834c377d5f0,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""zero"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal""}",121,34,0.280992,46.8486,0.302911,"{""unsolved"": 87, ""solved"": 34}"
custom,c11c3664a620,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",121,84,0.694215,27.6823,0.748078,"{""solved"": 84, ""unsolved"": 37}"
custom,83dbbabb9fa9,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""zero"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",121,0,0.000000,18.7206,0.068799,"{""unsolved"": 121}"
custom,6d07695473bc,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""LSR1"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",121,61,0.504132,56.2902,0.510315,"{""unsolved"": 59, ""solved"": 61, ""timeout"": 1}"
custom,501821428a13,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",121,110,0.909091,20.4897,0.974941,"{""solved"": 110, ""unsolved"": 11}"
custom,11c0014f5c85,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",121,104,0.859504,11.8560,0.939744,"{""solved"": 104, ""unsolved"": 17}"
custom,5d8663867bc1,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""fletcher_filter_method"", ""hessian_model"": ""identity"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""primal""}",121,87,0.719008,23.1490,0.780427,"{""unsolved"": 34, ""solved"": 87}"
custom,b39703f97052,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""merit_function"", ""hessian_model"": ""LSR1"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""none""}",121,33,0.272727,18.4760,0.341934,"{""unsolved"": 88, ""solved"": 33}"
custom,18d75bd88861,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal_dual""}",121,117,0.966942,4.9058,1.058766,"{""solved"": 117, ""unsolved"": 4}"
custom,8fc5dfcb12cd,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",121,117,0.966942,18.9758,1.035316,"{""solved"": 117, ""unsolved"": 4}"
custom,8ba390cdbc63,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""LBFGS"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""none""}",121,103,0.851240,8.9891,0.936258,"{""solved"": 103, ""unsolved"": 18}"
custom,faa3a08c25cf,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""LS"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""identity"", ""inequality_handling_method"": ""inequality_constrained"", ""inertia_correction_strategy"": ""none""}",121,77,0.636364,22.1774,0.699401,"{""unsolved"": 44, ""solved"": 77}"
custom,bec2df3e7a25,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""funnel_method"", ""hessian_model"": ""exact"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""primal""}",121,33,0.272727,24.5641,0.331787,"{""solved"": 33, ""unsolved"": 88}"
custom,db1211245054,ga,"{""constraint_relaxation_strategy"": ""feasibility_restoration"", ""globalization_mechanism"": ""TR"", ""globalization_strategy"": ""waechter_filter_method"", ""hessian_model"": ""identity"", ""inequality_handling_method"": ""interior_point"", ""inertia_correction_strategy"": ""none""}",121,24,0.198347,583.8198,0.198347,"{""unsolved"": 78, ""solved"": 24, ""timeout"": 19}"
